"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2015-1776,CWE-200 Information Exposure,"Apache Hadoop 2.6.x encrypts intermediate data generated by a MapReduce job and stores it along with the encryption key in a credentials file on disk when the Intermediate data encryption feature is enabled, which allows local users to obtain sensitive information by reading the file.",NVD,LOW,2.1,/AV:L/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,6.2,CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2016-3086,CWE-200 Information Exposure,The YARN NodeManager in Apache Hadoop 2.6.x before 2.6.5 and 2.7.x before 2.7.3 can leak the password for credential store provider used by the NodeManager to YARN Applications.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2016-5001,CWE-200 Information Exposure,This is an information disclosure vulnerability in Apache Hadoop before 2.6.4 and 2.7.x before 2.7.2 in the short-circuit reads feature of HDFS. A local user on an HDFS DataNode may be able to craft a block token that grants unauthorized read access to random files by guessing certain fields in the token.,NVD,LOW,2.1,/AV:L/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2016-5393,CWE-284 Improper Access Control,"In Apache Hadoop 2.6.x before 2.6.5 and 2.7.x before 2.7.3, a remote user who can authenticate with the HDFS NameNode can possibly run arbitrary commands with the same privileges as the HDFS service.",NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2016-6811,"CWE-264 Permissions, Privileges, and Access Controls","In Apache Hadoop 2.x before 2.7.4, a user who can escalate to yarn user can possibly run arbitrary commands as root user.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2017-15713,CWE-200 Information Exposure,"Vulnerability in Apache Hadoop 0.23.x, 2.x before 2.7.5, 2.8.x before 2.8.3, and 3.0.0-alpha through 3.0.0-beta1 allows a cluster user to expose private files owned by the user running the MapReduce job history server process. The malicious user can construct a configuration file containing XML directives that reference sensitive files on the MapReduce job history server host.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2017-3161,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The HDFS web UI in Apache Hadoop before 2.7.0 is vulnerable to a cross-site scripting (XSS) attack through an unescaped query parameter.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2017-3162,CWE-20 Improper Input Validation,HDFS clients interact with a servlet on the DataNode to browse the HDFS namespace. The NameNode is provided as a query parameter that is not validated in Apache Hadoop before 2.7.0.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2018-11768,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"In Apache Hadoop 3.1.0 to 3.1.1, 3.0.0-alpha1 to 3.0.3, 2.9.0 to 2.9.1, and 2.0.0-alpha to 2.8.4, the user/group information can be corrupted across storing in fsimage and reading back from fsimage.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2018-1296,CWE-200 Information Exposure,"In Apache Hadoop 3.0.0-alpha1 to 3.0.0, 2.9.0, 2.8.0 to 2.8.3, and 2.5.0 to 2.7.5, HDFS exposes extended attribute key/value pairs during listXAttrs, verifying only path-level search access to the directory rather than path-level read permission to the referent.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,11
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",ambari-metrics-common-2.7.0.0.0.jar (shaded: org.apache.hadoop:hadoop-annotations:2.6.0),/root/.m2/repository/org/apache/ambari/ambari-metrics-common/2.7.0.0.0/ambari-metrics-common-2.7.0.0.0.jar/META-INF/maven/org.apache.hadoop/hadoop-annotations/pom.xml,Apache Hadoop Annotations,"",6ea316ab170334315ba5decdd4b27379,d2f4798f64b27b5f0ce848eff6125f62afa6ea1b,pkg:maven/org.apache.hadoop/hadoop-annotations@2.6.0,cpe:2.3:a:apache:hadoop:2.6.0:*:*:*:*:*:*:*,CVE-2018-8009,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Apache Hadoop 3.1.0, 3.0.0-alpha to 3.0.2, 2.9.0 to 2.9.1, 2.8.0 to 2.8.4, 2.0.0-alpha to 2.7.6, 0.23.0 to 0.23.11 is exploitable via the zip slip vulnerability in places that accept a zip file.",NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,11
